pickup_location,drop_location,AverageDistance
"Arden Heights, Boro Zone, Staten Island","Canarsie, Boro Zone, Brooklyn",25.34
"Arden Heights, Boro Zone, Staten Island","East Village, Yellow Zone, Manhattan",22.92
"Arden Heights, Boro Zone, Staten Island","Elmhurst/Maspeth, Boro Zone, Queens",28.57666667
"Arden Heights, Boro Zone, Staten Island","Heartland Village/Todt Hill, Boro Zone, Staten Island",2.353333333
"Arden Heights, Boro Zone, Staten Island","Howard Beach, Boro Zone, Queens",29.54
"Arden Heights, Boro Zone, Staten Island","JFK Airport, Airports, Queens",31.90833333
"Arden Heights, Boro Zone, Staten Island","Marine Park/Floyd Bennett Field, Boro Zone, Brooklyn",23.45
"Arden Heights, Boro Zone, Staten Island","Marine Park/Mill Basin, Boro Zone, Brooklyn",21.31
"Arden Heights, Boro Zone, Staten Island","Ozone Park, Boro Zone, Queens",30.16
"Arden Heights, Boro Zone, Staten Island","Penn Station/Madison Sq West, Yellow Zone, Manhattan",22.48
"Arden Heights, Boro Zone, Staten Island","South Ozone Park, Boro Zone, Queens",30.826
"Arden Heights, Boro Zone, Staten Island","West Concourse, Boro Zone, Bronx",31.31
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Arrochar/Fort Wadsworth, Boro Zone, Staten Island",0.4925
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Bloomfield/Emerson Hill, Boro Zone, Staten Island",5.195
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Brooklyn Heights, Boro Zone, Brooklyn",10.33
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Brownsville, Boro Zone, Brooklyn",16.535
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Central Harlem, Boro Zone, Manhattan",22.65
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Charleston/Tottenville, Boro Zone, Staten Island",15.39833333
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Coney Island, Boro Zone, Brooklyn",8.26
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","East Harlem North, Boro Zone, Manhattan",21.1
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","East Harlem South, Boro Zone, Manhattan",19.51
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Eltingville/Annadale/Prince's Bay, Boro Zone, Staten Island",16.12
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Flatbush/Ditmas Park, Boro Zone, Brooklyn",11.23
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Garment District, Yellow Zone, Manhattan",14.21
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Heartland Village/Todt Hill, Boro Zone, Staten Island",6.54
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Jamaica Estates, Boro Zone, Queens",24.77
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Lenox Hill East, Yellow Zone, Manhattan",17.27
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Melrose South, Boro Zone, Bronx",22.93
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Midwood, Boro Zone, Brooklyn",10.23
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Mott Haven/Port Morris, Boro Zone, Bronx",22.11
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Stapleton, Boro Zone, Staten Island",2.27
"Arrochar/Fort Wadsworth, Boro Zone, Staten Island","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",14.99
"Astoria, Boro Zone, Queens","Newark Airport, EWR",28.61
"Astoria, Boro Zone, Queens","Allerton/Pelham Gardens, Boro Zone, Bronx",11.53166667
"Astoria, Boro Zone, Queens","Alphabet City, Yellow Zone, Manhattan",6.785666667
"Astoria, Boro Zone, Queens","Astoria, Boro Zone, Queens",0.844731711
"Astoria, Boro Zone, Queens","Astoria Park, Boro Zone, Queens",1.426216216
"Astoria, Boro Zone, Queens","Auburndale, Boro Zone, Queens",8.788823529
"Astoria, Boro Zone, Queens","Baisley Park, Boro Zone, Queens",11.39307692
"Astoria, Boro Zone, Queens","Bath Beach, Boro Zone, Brooklyn",17.01
"Astoria, Boro Zone, Queens","Battery Park, Yellow Zone, Manhattan",9.54
"Astoria, Boro Zone, Queens","Battery Park City, Yellow Zone, Manhattan",10.245
"Astoria, Boro Zone, Queens","Bay Ridge, Boro Zone, Brooklyn",15.0128125
"Astoria, Boro Zone, Queens","Bay Terrace/Fort Totten, Boro Zone, Queens",9.886
"Astoria, Boro Zone, Queens","Bayside, Boro Zone, Queens",11.01933333
"Astoria, Boro Zone, Queens","Bedford, Boro Zone, Brooklyn",7.810925926
"Astoria, Boro Zone, Queens","Bedford Park, Boro Zone, Bronx",11.44833333
"Astoria, Boro Zone, Queens","Bellerose, Boro Zone, Queens",13.992
"Astoria, Boro Zone, Queens","Belmont, Boro Zone, Bronx",8.733333333
"Astoria, Boro Zone, Queens","Bensonhurst East, Boro Zone, Brooklyn",17.49666667
"Astoria, Boro Zone, Queens","Bensonhurst West, Boro Zone, Brooklyn",17.64294118
"Astoria, Boro Zone, Queens","Bloomfield/Emerson Hill, Boro Zone, Staten Island",24.826
"Astoria, Boro Zone, Queens","Bloomingdale, Yellow Zone, Manhattan",6.756666667
"Astoria, Boro Zone, Queens","Boerum Hill, Boro Zone, Brooklyn",9.2175
"Astoria, Boro Zone, Queens","Borough Park, Boro Zone, Brooklyn",15.54
"Astoria, Boro Zone, Queens","Briarwood/Jamaica Hills, Boro Zone, Queens",9.599111111
"Astoria, Boro Zone, Queens","Brighton Beach, Boro Zone, Brooklyn",22.6475
"Astoria, Boro Zone, Queens","Bronx Park, Boro Zone, Bronx",9.76
"Astoria, Boro Zone, Queens","Brooklyn Heights, Boro Zone, Brooklyn",8.711818182
"Astoria, Boro Zone, Queens","Brooklyn Navy Yard, Boro Zone, Brooklyn",7.362857143
"Astoria, Boro Zone, Queens","Brownsville, Boro Zone, Brooklyn",12.26444444
"Astoria, Boro Zone, Queens","Bushwick North, Boro Zone, Brooklyn",6.654318182
"Astoria, Boro Zone, Queens","Bushwick South, Boro Zone, Brooklyn",7.166477273
"Astoria, Boro Zone, Queens","Cambria Heights, Boro Zone, Queens",16.2875
"Astoria, Boro Zone, Queens","Canarsie, Boro Zone, Brooklyn",13.72571429
"Astoria, Boro Zone, Queens","Carroll Gardens, Boro Zone, Brooklyn",11.244
"Astoria, Boro Zone, Queens","Central Harlem, Boro Zone, Manhattan",5.773396226
"Astoria, Boro Zone, Queens","Central Harlem North, Boro Zone, Manhattan",2439.170222
"Astoria, Boro Zone, Queens","Central Park, Yellow Zone, Manhattan",4.798571429
"Astoria, Boro Zone, Queens","Chinatown, Yellow Zone, Manhattan",8.509
"Astoria, Boro Zone, Queens","City Island, Boro Zone, Bronx",0
"Astoria, Boro Zone, Queens","Claremont/Bathgate, Boro Zone, Bronx",9.327142857
"Astoria, Boro Zone, Queens","Clinton East, Yellow Zone, Manhattan",4.910214286
"Astoria, Boro Zone, Queens","Clinton Hill, Boro Zone, Brooklyn",7.99804878
"Astoria, Boro Zone, Queens","Clinton West, Yellow Zone, Manhattan",5.336666667
"Astoria, Boro Zone, Queens","Co-Op City, Boro Zone, Bronx",12.23444444
"Astoria, Boro Zone, Queens","Cobble Hill, Boro Zone, Brooklyn",10.34125
"Astoria, Boro Zone, Queens","College Point, Boro Zone, Queens",6.78875
"Astoria, Boro Zone, Queens","Columbia Street, Boro Zone, Brooklyn",10.49
"Astoria, Boro Zone, Queens","Coney Island, Boro Zone, Brooklyn",21.87142857
"Astoria, Boro Zone, Queens","Corona, Boro Zone, Queens",5.801843318
"Astoria, Boro Zone, Queens","Corona, Boro Zone, Queens",4.678095238
"Astoria, Boro Zone, Queens","Country Club, Boro Zone, Bronx",9.54
"Astoria, Boro Zone, Queens","Crotona Park East, Boro Zone, Bronx",6.77
"Astoria, Boro Zone, Queens","Crown Heights North, Boro Zone, Brooklyn",9.573823529
"Astoria, Boro Zone, Queens","Crown Heights South, Boro Zone, Brooklyn",8.405
"Astoria, Boro Zone, Queens","Cypress Hills, Boro Zone, Brooklyn",11.6325
"Astoria, Boro Zone, Queens","Douglaston, Boro Zone, Queens",13.74125
"Astoria, Boro Zone, Queens","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",8.273333333
"Astoria, Boro Zone, Queens","DUMBO/Vinegar Hill, Boro Zone, Brooklyn",8.199090909
"Astoria, Boro Zone, Queens","Dyker Heights, Boro Zone, Brooklyn",15.845
"Astoria, Boro Zone, Queens","East Chelsea, Yellow Zone, Manhattan",6.165510204
"Astoria, Boro Zone, Queens","East Concourse/Concourse Village, Boro Zone, Bronx",6.625789474
"Astoria, Boro Zone, Queens","East Elmhurst, Boro Zone, Queens",3.471178707
"Astoria, Boro Zone, Queens","East Flatbush/Farragut, Boro Zone, Brooklyn",14.2975
"Astoria, Boro Zone, Queens","East Flatbush/Remsen Village, Boro Zone, Brooklyn",13.494
"Astoria, Boro Zone, Queens","East Flushing, Boro Zone, Queens",7.366
"Astoria, Boro Zone, Queens","East Harlem North, Boro Zone, Manhattan",4.884537815
"Astoria, Boro Zone, Queens","East Harlem South, Boro Zone, Manhattan",5.424911504
"Astoria, Boro Zone, Queens","East New York, Boro Zone, Brooklyn",13.1975
"Astoria, Boro Zone, Queens","East New York/Pennsylvania Avenue, Boro Zone, Brooklyn",12.83111111
"Astoria, Boro Zone, Queens","East Tremont, Boro Zone, Bronx",9.09
"Astoria, Boro Zone, Queens","East Village, Yellow Zone, Manhattan",6.427761194
"Astoria, Boro Zone, Queens","East Williamsburg, Boro Zone, Brooklyn",5.613538462
"Astoria, Boro Zone, Queens","Eastchester, Boro Zone, Bronx",12.45666667
"Astoria, Boro Zone, Queens","Elmhurst, Boro Zone, Queens",3.323868895
"Astoria, Boro Zone, Queens","Elmhurst/Maspeth, Boro Zone, Queens",94.14746193
"Astoria, Boro Zone, Queens","Erasmus, Boro Zone, Brooklyn",8.085
"Astoria, Boro Zone, Queens","Far Rockaway, Boro Zone, Queens",17.237
"Astoria, Boro Zone, Queens","Financial District North, Yellow Zone, Manhattan",9.515
"Astoria, Boro Zone, Queens","Financial District South, Yellow Zone, Manhattan",9.583225806
"Astoria, Boro Zone, Queens","Flatbush/Ditmas Park, Boro Zone, Brooklyn",13.61866667
"Astoria, Boro Zone, Queens","Flatiron, Yellow Zone, Manhattan",6.583555556
"Astoria, Boro Zone, Queens","Flatlands, Boro Zone, Brooklyn",16.99
"Astoria, Boro Zone, Queens","Flushing, Boro Zone, Queens",6.261607143
"Astoria, Boro Zone, Queens","Flushing Meadows-Corona Park, Boro Zone, Queens",7.622564103
"Astoria, Boro Zone, Queens","Forest Hills, Boro Zone, Queens",7.028571429
"Astoria, Boro Zone, Queens","Forest Park/Highland Park, Boro Zone, Queens",10.3175
"Astoria, Boro Zone, Queens","Fort Greene, Boro Zone, Brooklyn",8.949
"Astoria, Boro Zone, Queens","Fresh Meadows, Boro Zone, Queens",10.14625
"Astoria, Boro Zone, Queens","Garment District, Yellow Zone, Manhattan",5.275744681
"Astoria, Boro Zone, Queens","Glen Oaks, Boro Zone, Queens",14.0275
"Astoria, Boro Zone, Queens","Glendale, Boro Zone, Queens",9.54
"Astoria, Boro Zone, Queens","Gowanus, Boro Zone, Brooklyn",11.328
"Astoria, Boro Zone, Queens","Gramercy, Yellow Zone, Manhattan",5.102903226
"Astoria, Boro Zone, Queens","Gravesend, Boro Zone, Brooklyn",20.71222222
"Astoria, Boro Zone, Queens","Greenpoint, Boro Zone, Brooklyn",3.809751773
"Astoria, Boro Zone, Queens","Greenwich Village North, Yellow Zone, Manhattan",6.312083333
"Astoria, Boro Zone, Queens","Greenwich Village South, Yellow Zone, Manhattan",7.350952381
"Astoria, Boro Zone, Queens","Grymes Hill/Clifton, Boro Zone, Staten Island",20.66
"Astoria, Boro Zone, Queens","Hamilton Heights, Boro Zone, Manhattan",7.180833333
"Astoria, Boro Zone, Queens","Hammels/Arverne, Boro Zone, Queens",17.65916667
"Astoria, Boro Zone, Queens","Highbridge, Boro Zone, Bronx",8.191666667
"Astoria, Boro Zone, Queens","Highbridge Park, Boro Zone, Manhattan",9.5
"Astoria, Boro Zone, Queens","Hillcrest/Pomonok, Boro Zone, Queens",9.076197183
"Astoria, Boro Zone, Queens","Hollis, Boro Zone, Queens",12.80941176
"Astoria, Boro Zone, Queens","Howard Beach, Boro Zone, Queens",10.12333333
"Astoria, Boro Zone, Queens","Hudson Sq, Yellow Zone, Manhattan",7.788
"Astoria, Boro Zone, Queens","Hunts Point, Boro Zone, Bronx",8.023636364
"Astoria, Boro Zone, Queens","Inwood, Boro Zone, Manhattan",8.89
"Astoria, Boro Zone, Queens","Jackson Heights, Boro Zone, Queens",2.378964509
"Astoria, Boro Zone, Queens","Jamaica, Boro Zone, Queens",9.815163934
"Astoria, Boro Zone, Queens","Jamaica Estates, Boro Zone, Queens",11.15772727
"Astoria, Boro Zone, Queens","JFK Airport, Airports, Queens",14.08056452
"Astoria, Boro Zone, Queens","Kensington, Boro Zone, Brooklyn",14.57428571
"Astoria, Boro Zone, Queens","Kew Gardens, Boro Zone, Queens",8.542037037
"Astoria, Boro Zone, Queens","Kew Gardens Hills, Boro Zone, Queens",8.13509434
"Astoria, Boro Zone, Queens","Kingsbridge Heights, Boro Zone, Bronx",9.14
"Astoria, Boro Zone, Queens","Kips Bay, Yellow Zone, Manhattan",5.056982249
"Astoria, Boro Zone, Queens","LaGuardia Airport, Airports, Queens",3.389655914
"Astoria, Boro Zone, Queens","Laurelton, Boro Zone, Queens",15.08
"Astoria, Boro Zone, Queens","Lenox Hill East, Yellow Zone, Manhattan",3.658825911
"Astoria, Boro Zone, Queens","Lenox Hill West, Yellow Zone, Manhattan",3.483651452
"Astoria, Boro Zone, Queens","Lincoln Square East, Yellow Zone, Manhattan",4.69183908
"Astoria, Boro Zone, Queens","Lincoln Square West, Yellow Zone, Manhattan",4.871034483
"Astoria, Boro Zone, Queens","Little Italy/NoLiTa, Yellow Zone, Manhattan",7.597619048
"Astoria, Boro Zone, Queens","Long Island City/Hunters Point, Boro Zone, Queens",123.5452308
"Astoria, Boro Zone, Queens","Long Island City/Queens Plaza, Boro Zone, Queens",1.301135531
"Astoria, Boro Zone, Queens","Longwood, Boro Zone, Bronx",6.369166667
"Astoria, Boro Zone, Queens","Lower East Side, Yellow Zone, Manhattan",8.056666667
"Astoria, Boro Zone, Queens","Madison, Boro Zone, Brooklyn",21.4
"Astoria, Boro Zone, Queens","Manhattan Beach, Boro Zone, Brooklyn",23.915
"Astoria, Boro Zone, Queens","Manhattan Valley, Yellow Zone, Manhattan",6.509722222
"Astoria, Boro Zone, Queens","Manhattanville, Boro Zone, Manhattan",6.046086957
"Astoria, Boro Zone, Queens","Marine Park/Mill Basin, Boro Zone, Brooklyn",21.946
"Astoria, Boro Zone, Queens","Mariners Harbor, Boro Zone, Staten Island",26.3
"Astoria, Boro Zone, Queens","Maspeth, Boro Zone, Queens",3.927087379
"Astoria, Boro Zone, Queens","Meatpacking/West Village West, Yellow Zone, Manhattan",7.624545455
"Astoria, Boro Zone, Queens","Melrose South, Boro Zone, Bronx",5.522727273
"Astoria, Boro Zone, Queens","Middle Village, Boro Zone, Queens",6.017590361
"Astoria, Boro Zone, Queens","Midtown Center, Yellow Zone, Manhattan",4.079661017
"Astoria, Boro Zone, Queens","Midtown East, Yellow Zone, Manhattan",3.770890411
"Astoria, Boro Zone, Queens","Midtown North, Yellow Zone, Manhattan",3.884160584
"Astoria, Boro Zone, Queens","Midtown South, Yellow Zone, Manhattan",4.981188119
"Astoria, Boro Zone, Queens","Midwood, Boro Zone, Brooklyn",14.574
"Astoria, Boro Zone, Queens","Morningside Heights, Boro Zone, Manhattan",6.197692308
"Astoria, Boro Zone, Queens","Morrisania/Melrose, Boro Zone, Bronx",6.758
"Astoria, Boro Zone, Queens","Mott Haven/Port Morris, Boro Zone, Bronx",4.823214286
"Astoria, Boro Zone, Queens","Mount Hope, Boro Zone, Bronx",8.92
"Astoria, Boro Zone, Queens","Murray Hill, Yellow Zone, Manhattan",4.450978261
"Astoria, Boro Zone, Queens","Murray Hill-Queens, Boro Zone, Queens",6.851842105
"Astoria, Boro Zone, Queens","North Corona, Boro Zone, Queens",3.855243553
"Astoria, Boro Zone, Queens","Norwood, Boro Zone, Bronx",11.15285714
"Astoria, Boro Zone, Queens","Oakland Gardens, Boro Zone, Queens",12.99
"Astoria, Boro Zone, Queens","Ocean Hill, Boro Zone, Brooklyn",1343.3675
"Astoria, Boro Zone, Queens","Ocean Parkway South, Boro Zone, Brooklyn",16.46
"Astoria, Boro Zone, Queens","Old Astoria, Boro Zone, Queens",1.042608113
"Astoria, Boro Zone, Queens","Ozone Park, Boro Zone, Queens",9.501666667
"Astoria, Boro Zone, Queens","Park Slope, Boro Zone, Brooklyn",10.54076923
"Astoria, Boro Zone, Queens","Parkchester, Boro Zone, Bronx",9.559
"Astoria, Boro Zone, Queens","Pelham Bay, Boro Zone, Bronx",8.191666667
"Astoria, Boro Zone, Queens","Pelham Parkway, Boro Zone, Bronx",10.23153846
"Astoria, Boro Zone, Queens","Penn Station/Madison Sq West, Yellow Zone, Manhattan",5.292375
"Astoria, Boro Zone, Queens","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",9.424
"Astoria, Boro Zone, Queens","Prospect Heights, Boro Zone, Brooklyn",9.086923077
"Astoria, Boro Zone, Queens","Prospect Park, Boro Zone, Brooklyn",9.136666667
"Astoria, Boro Zone, Queens","Queens Village, Boro Zone, Queens",13.316
"Astoria, Boro Zone, Queens","Queensboro Hill, Boro Zone, Queens",7.199166667
"Astoria, Boro Zone, Queens","Queensbridge/Ravenswood, Boro Zone, Queens",1.333852755
"Astoria, Boro Zone, Queens","Randalls Island, Yellow Zone, Manhattan",4.352857143
"Astoria, Boro Zone, Queens","Red Hook, Boro Zone, Brooklyn",9.06
"Astoria, Boro Zone, Queens","Rego Park, Boro Zone, Queens",6.00125
"Astoria, Boro Zone, Queens","Richmond Hill, Boro Zone, Queens",8.334019608
"Astoria, Boro Zone, Queens","Ridgewood, Boro Zone, Queens",5.742454545
"Astoria, Boro Zone, Queens","Riverdale/North Riverdale/Fieldston, Boro Zone, Bronx",13.1025
"Astoria, Boro Zone, Queens","Rockaway Park, Boro Zone, Queens",19.03285714
"Astoria, Boro Zone, Queens","Roosevelt Island, Boro Zone, Manhattan",2.216818182
"Astoria, Boro Zone, Queens","Rosedale, Boro Zone, Queens",15.89666667
"Astoria, Boro Zone, Queens","Saint Albans, Boro Zone, Queens",12.54526316
"Astoria, Boro Zone, Queens","Saint Michaels Cemetery/Woodside, Boro Zone, Queens",1.823043478
"Astoria, Boro Zone, Queens","Schuylerville/Edgewater Park, Boro Zone, Bronx",11.32666667
"Astoria, Boro Zone, Queens","Seaport, Yellow Zone, Manhattan",9.794347826
"Astoria, Boro Zone, Queens","Sheepshead Bay, Boro Zone, Brooklyn",22.765
"Astoria, Boro Zone, Queens","SoHo, Yellow Zone, Manhattan",7.748333333
"Astoria, Boro Zone, Queens","Soundview/Bruckner, Boro Zone, Bronx",7.784
"Astoria, Boro Zone, Queens","Soundview/Castle Hill, Boro Zone, Bronx",6.058181818
"Astoria, Boro Zone, Queens","South Jamaica, Boro Zone, Queens",10.36428571
"Astoria, Boro Zone, Queens","South Ozone Park, Boro Zone, Queens",11.56887097
"Astoria, Boro Zone, Queens","South Williamsburg, Boro Zone, Brooklyn",7.295714286
"Astoria, Boro Zone, Queens","Springfield Gardens North, Boro Zone, Queens",14.13652174
"Astoria, Boro Zone, Queens","Springfield Gardens South, Boro Zone, Queens",9.209411765
"Astoria, Boro Zone, Queens","Spuyten Duyvil/Kingsbridge, Boro Zone, Bronx",10.84333333
"Astoria, Boro Zone, Queens","Starrett City, Boro Zone, Brooklyn",15.59333333
"Astoria, Boro Zone, Queens","Steinway, Boro Zone, Queens",1.446618392
"Astoria, Boro Zone, Queens","Stuy Town/Peter Cooper Village, Yellow Zone, Manhattan",5.068181818
"Astoria, Boro Zone, Queens","Stuyvesant Heights, Boro Zone, Brooklyn",7.108235294
"Astoria, Boro Zone, Queens","Sunnyside, Boro Zone, Queens",1.665006364
"Astoria, Boro Zone, Queens","Sunset Park East, Boro Zone, Brooklyn",14.42
"Astoria, Boro Zone, Queens","Sunset Park West, Boro Zone, Brooklyn",13.35
"Astoria, Boro Zone, Queens","Sutton Place/Turtle Bay North, Yellow Zone, Manhattan",3.364259259
"Astoria, Boro Zone, Queens","Times Sq/Theatre District, Yellow Zone, Manhattan",4.481454545
"Astoria, Boro Zone, Queens","TriBeCa/Civic Center, Yellow Zone, Manhattan",8.665238095
"Astoria, Boro Zone, Queens","Two Bridges/Seward Park, Yellow Zone, Manhattan",7.727037037
"Astoria, Boro Zone, Queens","UN/Turtle Bay South, Yellow Zone, Manhattan",3.907430556
"Astoria, Boro Zone, Queens","Union Sq, Yellow Zone, Manhattan",5.542523364
"Astoria, Boro Zone, Queens","University Heights/Morris Heights, Boro Zone, Bronx",7.391875
"Astoria, Boro Zone, Queens","Upper East Side North, Yellow Zone, Manhattan",4.721052632
"Astoria, Boro Zone, Queens","Upper East Side South, Yellow Zone, Manhattan",3.686793249
"Astoria, Boro Zone, Queens","Upper West Side North, Yellow Zone, Manhattan",6.134680851
"Astoria, Boro Zone, Queens","Upper West Side South, Yellow Zone, Manhattan",5.538133333
"Astoria, Boro Zone, Queens","Van Cortlandt Village, Boro Zone, Bronx",11.15692308
"Astoria, Boro Zone, Queens","Van Nest/Morris Park, Boro Zone, Bronx",10.07
"Astoria, Boro Zone, Queens","Washington Heights North, Boro Zone, Manhattan",8.501111111
"Astoria, Boro Zone, Queens","Washington Heights South, Boro Zone, Manhattan",7.757948718
"Astoria, Boro Zone, Queens","West Chelsea/Hudson Yards, Yellow Zone, Manhattan",6.463888889
"Astoria, Boro Zone, Queens","West Concourse, Boro Zone, Bronx",7.418888889
"Astoria, Boro Zone, Queens","West Farms/Bronx River, Boro Zone, Bronx",7.53
